Age,Education Level,Gender,Internet Connection,Marital Status,Movie Selector,Num Bathrooms,Num Bedrooms,Num Cars,Num Children,Num TVs,PPV Freq,Prerec Buying Freq,Prerec Format,Prerec Renting Freq,Prerec Viewing Freq,CustomerID,Theater Freq,TV Movie Freq,TV Signal,Home Ownership
30,Master's Degree,Male,DSL,Married,Me,3,3,1,0,1,Rarely,Monthly,DVD,Rarely,Weekly,912441,Monthly,Daily,Digital Satellite,Own
32,Master's Degree,Male,Dial-Up,Married,Me,1,2,1,0,1,Never,Never,DVD,Weekly,Weekly,912442,Monthly,Weekly,Cable,Rent
25,Master's Degree,Male,DSL,Never Married,Me,2.5,2,1,0,1,Monthly,Rarely,VHS,Monthly,Monthly,912445,Weekly,Weekly,Cable,Rent
41,Some College,Female,Dial-Up,Divorced,Me,2.5,3,1,1,4,Never,Never,DVD,Weekly,Monthly,912448,Monthly,Weekly,Cable,Own
23,Bachelor's Degree,Male,DSL,Married,Me,1,1,2,0,1,Never,Weekly,DVD,Rarely,Weekly,912449,Rarely,Monthly,Cable,Rent
36,Master's Degree,Male,Cable Modem,Married,Children,3.5,4,3,2,5,Monthly,Rarely,DVD,Rarely,Rarely,912451,Rarely,Never,Digital Satellite,Own
32,Bachelor's Degree,Female,Dial-Up,Never Married,Me,1,2,1,0,1,Rarely,Rarely,VHS,Rarely,Weekly,912455,Rarely,Weekly,Digital Satellite,Rent
22,Bachelor's Degree,Male,No Internet Connection,Never Married,Me,1,1,1,0,1,Rarely,Monthly,DVD,Rarely,Weekly,912459,Weekly,Monthly,Cable,Rent
37,Bachelor's Degree,Male,Cable Modem,Married,Me,3,5,2,0,2,Rarely,Rarely,DVD,Rarely,Weekly,912469,Monthly,Weekly,Cable,Own
32,Some College,Male,Cable Modem,Married,Me,1.5,4,2,4,3,Rarely,Monthly,DVD,Rarely,Daily,912472,Rarely,Daily,Digital Satellite,Rent
29,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,3,2,0,3,Never,Monthly,DVD,Monthly,Weekly,912473,Weekly,Daily,Cable,Own
22,Bachelor's Degree,Male,DSL,Never Married,Me,1,2,1,0,1,Never,Monthly,DVD,Monthly,Weekly,912478,Monthly,Weekly,Cable,Rent
46,Some College,Male,DSL,Married,Spouse/Partner,2,3,2,2,2,Never,Monthly,DVD,Monthly,Daily,912479,Rarely,Never,Don't watch TV,Own
34,Bachelor's Degree,Male,No Internet Connection,Never Married,Me,2,2,1,0,1,Never,Monthly,DVD,Rarely,Weekly,912480,Rarely,Weekly,Cable,Own
31,Master's Degree,Male,DSL,Married,Me,2.5,4,2,1,2,Never,Rarely,DVD,Monthly,Monthly,912486,Rarely,Weekly,Analog antennae,Own
28,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,1,1,0,2,Monthly,Monthly,DVD,Weekly,Weekly,912492,Monthly,Weekly,Cable,Rent
48,Master's Degree,Male,Dial-Up,Married,Me,3,4,3,2,6,Never,Monthly,DVD,Weekly,Daily,912495,Monthly,Daily,Cable,Own
59,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,3,4,3,3,3,Never,Weekly,DVD,Monthly,Weekly,912499,Rarely,Monthly,Cable,Own
23,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,2,1,0,3,Never,Monthly,DVD,Monthly,Weekly,912502,Monthly,Weekly,Cable,Rent
31,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,2,1,0,1,Rarely,Monthly,DVD,Monthly,Monthly,912505,Monthly,Weekly,Cable,Own
27,Bachelor's Degree,Female,Cable Modem,Married,Me,2,2,2,0,2,Never,Monthly,DVD,Weekly,Weekly,912512,Monthly,Monthly,Cable,Own
23,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,2,Never,Weekly,DVD,Weekly,Weekly,912514,Weekly,Monthly,Cable,Rent
27,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,2,1,0,2,Monthly,Rarely,DVD,Weekly,Weekly,912515,Monthly,Weekly,Cable,Rent
25,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,2,1,0,1,Never,Never,DVD,Weekly,Weekly,912518,Weekly,Rarely,Don't watch TV,Rent
39,Master's Degree,Female,Cable Modem,Married,Me,2.5,4,2,0,5,Never,Never,DVD,Weekly,Weekly,912519,Monthly,Rarely,Cable,Own
26,Master's Degree,Male,Dial-Up,Never Married,Me,1,1,0,0,1,Never,Rarely,DVD,Monthly,Monthly,912527,Monthly,Weekly,Cable,Rent
43,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,3,2,2,2,Monthly,Monthly,VHS,Monthly,Weekly,912529,Monthly,Monthly,Cable,Own
23,Bachelor's Degree,Male,Dial-Up,Never Married,Me,1,1,1,0,1,Never,Rarely,VHS,Monthly,Monthly,912530,Monthly,Weekly,Digital Satellite,Rent
38,Some College,Male,Cable Modem,Married,Me,1.5,4,2,1,3,Monthly,Rarely,DVD,Monthly,Monthly,912535,Monthly,Monthly,Digital Satellite,Rent
35,Bachelor's Degree,Male,Dial-Up,Married,Me,2,2,2,0,2,Never,Never,VHS,Monthly,Monthly,912539,Monthly,Weekly,Cable,Rent
31,Some College,Male,DSL,Married,Spouse/Partner,2,4,2,1,1,Never,Rarely,DVD,Weekly,Weekly,912548,Monthly,Monthly,Cable,Own
28,Bachelor's Degree,Male,Cable Modem,Married,Me,3,4,2,0,3,Never,Rarely,DVD,Monthly,Weekly,912551,Weekly,Monthly,Cable,Own
50,Doctorate,Male,DSL,Married,Me,2.5,5,2,0,1,Never,Rarely,DVD,Weekly,Weekly,912552,Rarely,Never,Analog antennae,Own
32,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,2,Never,Rarely,DVD,Monthly,Monthly,912556,Monthly,Weekly,Cable,Own
25,Some College,Female,Dial-Up,Never Married,Me,1,1,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,912558,Weekly,Weekly,Analog antennae,Rent
40,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,4,2,2,1,Never,Rarely,DVD,Weekly,Weekly,912560,Monthly,Never,Analog antennae,Own
29,Some College,Male,DSL,Married,Me,2,3,2,0,1,Never,Monthly,DVD,Daily,Daily,912562,Monthly,Rarely,Analog antennae,Rent
31,Associate's Degree,Male,Cable Modem,Married,Me,2,2,2,0,3,Rarely,Monthly,DVD,Weekly,Weekly,912568,Monthly,Weekly,Cable,Rent
25,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2.5,4,1,0,1,Never,Rarely,DVD,Rarely,Monthly,912570,Monthly,Weekly,Cable,Own
23,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,2,1,0,1,Never,Weekly,DVD,Monthly,Daily,912571,Monthly,Weekly,Cable,Rent
34,Bachelor's Degree,Male,Other,Married,Other,3,4,3,2,2,Never,Never,DVD,Monthly,Weekly,912575,Rarely,Never,Cable,Own
38,Bachelor's Degree,Male,DSL,Married,Me,2.5,4,2,2,2,Rarely,Never,DVD,Weekly,Weekly,912576,Monthly,Daily,Cable,Own
30,Bachelor's Degree,Male,Cable Modem,Separated,Me,1.5,2,1,0,1,Rarely,Monthly,DVD,Monthly,Weekly,912580,Weekly,Weekly,Don't watch TV,Rent
25,Bachelor's Degree,Female,DSL,Never Married,Me,3,3,1,0,1,Rarely,Rarely,DVD,Monthly,Monthly,912584,Monthly,Never,Don't watch TV,Rent
29,Bachelor's Degree,Female,Dial-Up,Never Married,Me,2,2,1,0,2,Never,Monthly,DVD,Weekly,Weekly,912593,Weekly,Daily,Cable,Rent
35,Bachelor's Degree,Male,Cable Modem,Married,Me,3,3,2,1,3,Rarely,Never,DVD,Monthly,Monthly,912594,Rarely,Weekly,Cable,Own
26,High School,Male,Cable Modem,Never Married,Me,1,1,1,0,1,Rarely,Rarely,DVD,Monthly,Monthly,912596,Weekly,Rarely,Analog antennae,Rent
28,High School,Male,DSL,Never Married,Me,1,3,1,0,3,Rarely,Monthly,DVD,Weekly,Weekly,912602,Monthly,Rarely,Cable,Rent
33,Bachelor's Degree,Male,Dial-Up,Married,Me,2,2,2,1,3,Weekly,Monthly,DVD,Monthly,Daily,912603,Monthly,Weekly,Cable,Rent
31,Bachelor's Degree,Female,Dial-Up,Married,Spouse/Partner,2.5,3,2,0,1,Rarely,Rarely,DVD,Monthly,Weekly,912608,Monthly,Weekly,Cable,Own
30,Some College,Male,DSL,Married,Spouse/Partner,2.5,4,1,3,2,Monthly,Rarely,DVD,Monthly,Monthly,912614,Rarely,Monthly,Digital Satellite,Own
31,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,4,2,2,2,Never,Monthly,DVD,Monthly,Weekly,912618,Monthly,Weekly,Cable,Own
24,Bachelor's Degree,Male,Cable Modem,Other,Spouse/Partner,1.5,2,1,0,2,Rarely,Rarely,DVD,Monthly,Monthly,912622,Monthly,Monthly,Cable,Rent
26,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1.5,2,1,0,1,Rarely,Rarely,DVD,Monthly,Weekly,912624,Rarely,Monthly,Cable,Rent
39,Master's Degree,Male,IDSN,Married,Spouse/Partner,2.5,3,2,2,1,Never,Rarely,DVD,Weekly,Weekly,912625,Rarely,Monthly,Analog antennae,Own
32,Some College,Male,Cable Modem,Married,Spouse/Partner,2,3,3,2,4,Rarely,Weekly,DVD,Monthly,Monthly,912627,Monthly,Weekly,Cable,Own
44,Bachelor's Degree,Female,Cable Modem,Married,Children,3,5,3,2,3,Never,Rarely,DVD,Weekly,Weekly,912630,Monthly,Monthly,Cable,Own
39,Bachelor's Degree,Female,Dial-Up,Married,Me,2.5,4,2,2,4,Weekly,Rarely,DVD,Weekly,Weekly,912632,Monthly,Daily,Cable,Own
27,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,912634,Monthly,Daily,Cable,Rent
31,Master's Degree,Male,Dial-Up,Married,Me,2.5,3,2,1,2,Rarely,Rarely,VHS,Weekly,Weekly,912640,Rarely,Weekly,Digital Satellite,Own
45,Some College,Male,Cable Modem,Married,Me,3,4,2,2,3,Never,Rarely,VHS,Rarely,Rarely,912641,Rarely,Never,Don't watch TV,Own
23,Bachelor's Degree,Male,DSL,Never Married,Me,2.5,3,1,0,1,Never,Weekly,DVD,Rarely,Weekly,912644,Monthly,Rarely,Cable,Own
40,Bachelor's Degree,Male,DSL,Married,Me,2.5,4,2,2,1,Never,Monthly,DVD,Monthly,Weekly,912649,Rarely,Never,Cable,Own
37,Bachelor's Degree,Male,DSL,Married,Me,4,5,2,0,4,Monthly,Monthly,DVD,Monthly,Weekly,912650,Monthly,Rarely,Digital Satellite,Own
24,Master's Degree,Male,Dial-Up,Never Married,Me,1,1,0,0,0,Never,Rarely,DVD,Weekly,Weekly,912651,Monthly,Rarely,Don't watch TV,Rent
29,Bachelor's Degree,Female,Cable Modem,Divorced,Spouse/Partner,1.5,3,1,0,2,Rarely,Monthly,DVD,Weekly,Weekly,912653,Weekly,Weekly,Digital Satellite,Rent
23,Bachelor's Degree,Male,Cable Modem,Never Married,Me,3,5,2,0,7,Rarely,Weekly,DVD,Weekly,Daily,912654,Monthly,Weekly,Cable,Rent
37,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1.5,3,1,0,1,Never,Never,DVD,Weekly,Weekly,912656,Rarely,Never,Cable,Own
38,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2.5,4,2,2,2,Never,Monthly,VHS,Monthly,Weekly,912658,Rarely,Rarely,Cable,Own
26,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,2,1,0,1,Rarely,Rarely,DVD,Monthly,Monthly,912659,Monthly,Monthly,Analog antennae,Rent
23,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,3,1,0,4,Never,Rarely,DVD,Weekly,Weekly,912664,Monthly,Monthly,Cable,Rent
24,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,2,0,1,Never,Rarely,DVD,Monthly,Monthly,912671,Rarely,Weekly,Cable,Rent
28,Master's Degree,Male,Cable Modem,Married,Me,2.5,2,1,0,1,Never,Rarely,DVD,Monthly,Monthly,912677,Monthly,Weekly,Cable,Own
48,Master's Degree,Male,Cable Modem,Married,Children,2.5,4,2,4,3,Never,Rarely,DVD,Weekly,Weekly,912680,Monthly,Never,Cable,Own
28,Some College,Male,Cable Modem,Divorced,Me,2,4,1,0,3,Rarely,Monthly,DVD,Rarely,Weekly,912681,Rarely,Weekly,Cable,Rent
45,Trade School,Male,Cable Modem,Married,Me,2.5,4,3,3,5,Never,Weekly,DVD,Rarely,Weekly,912694,Rarely,Rarely,Cable,Own
39,Master's Degree,Male,DSL,Married,Me,2.5,3,2,2,3,Never,Rarely,DVD,Monthly,Monthly,912695,Monthly,Rarely,Analog antennae,Own
42,Bachelor's Degree,Female,DSL,Married,Spouse/Partner,2.5,4,2,0,2,Never,Rarely,DVD,Weekly,Weekly,912698,Monthly,Weekly,Cable,Own
34,Bachelor's Degree,Female,DSL,Never Married,Me,2,2,1,0,2,Monthly,Rarely,DVD,Monthly,Monthly,912701,Monthly,Monthly,Digital Satellite,Own
27,Master's Degree,Male,Cable Modem,Never Married,Me,2,3,1,0,1,Never,Weekly,DVD,Monthly,Weekly,912702,Weekly,Weekly,Cable,Own
28,Bachelor's Degree,Female,Dial-Up,Never Married,Me,2,3,2,0,2,Never,Rarely,DVD,Monthly,Weekly,912704,Weekly,Weekly,Cable,Own
39,Bachelor's Degree,Male,Cable Modem,Married,Me,3,3,4,3,4,Never,Weekly,DVD,Rarely,Weekly,912707,Monthly,Weekly,Cable,Own
32,Master's Degree,Male,Dial-Up,Married,Me,2,2,1,0,1,Never,Rarely,DVD,Weekly,Weekly,912708,Monthly,Daily,Cable,Rent
27,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2,4,2,0,1,Never,Rarely,VHS,Rarely,Monthly,912710,Rarely,Never,Don't watch TV,Own
41,Master's Degree,Female,Dial-Up,Divorced,Children,2.5,4,1,3,2,Never,Monthly,DVD,Rarely,Daily,912713,Rarely,Never,Cable,Own
35,Bachelor's Degree,Male,Cable Modem,Divorced,Me,2.5,4,1,0,4,Rarely,Rarely,DVD,Weekly,Weekly,912714,Monthly,Rarely,Cable,Own
25,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,3,2,0,4,Rarely,Rarely,DVD,Weekly,Rarely,912717,Monthly,Never,Cable,Rent
39,Some College,Female,Dial-Up,Married,Spouse/Partner,2.5,4,2,2,4,Never,Rarely,DVD,Rarely,Monthly,912719,Monthly,Weekly,Cable,Own
36,Doctorate,Male,Cable Modem,Married,Me,3.5,4,2,2,2,Never,Monthly,DVD,Weekly,Weekly,912727,Monthly,Weekly,Cable,Own
32,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,4,2,2,2,Never,Rarely,DVD,Rarely,Monthly,912730,Monthly,Rarely,Cable,Own
36,Bachelor's Degree,Female,DSL,Married,Me,3,4,2,3,4,Never,Rarely,DVD,Monthly,Monthly,912732,Monthly,Weekly,Digital Satellite,Own
28,Master's Degree,Male,DSL,Married,Spouse/Partner,1,2,1,0,2,Rarely,Rarely,DVD,Weekly,Weekly,912734,Monthly,Weekly,Cable,Rent
31,Master's Degree,Male,Dial-Up,Married,Me,1,1,1,0,2,Rarely,Monthly,DVD,Never,Rarely,912738,Weekly,Daily,Cable,Rent
31,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2.5,3,2,1,1,Never,Rarely,DVD,Monthly,Monthly,912741,Monthly,Weekly,Cable,Own
24,Bachelor's Degree,Male,Cable Modem,Never Married,Other,2,2,1,0,1,Never,Rarely,DVD,Weekly,Weekly,912743,Monthly,Weekly,Cable,Rent
30,Bachelor's Degree,Male,DSL,Never Married,Me,1.5,3,1,0,1,Rarely,Monthly,DVD,Rarely,Weekly,912744,Monthly,Daily,Cable,Own
42,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,4,2,0,3,Monthly,Never,VHS,Monthly,Monthly,912754,Rarely,Weekly,Digital Satellite,Own
38,Some College,Male,Cable Modem,Married,Spouse/Partner,2.5,4,2,2,3,Rarely,Rarely,DVD,Weekly,Weekly,912761,Monthly,Monthly,Cable,Own
31,High School,Male,Cable Modem,Married,Me,3,4,2,2,3,Never,Monthly,DVD,Monthly,Weekly,912762,Monthly,Monthly,Cable,Own
34,Master's Degree,Male,Dial-Up,Married,Me,2,2,1,1,1,Weekly,Monthly,DVD,Weekly,Weekly,912763,Monthly,Daily,Cable,Rent
31,Bachelor's Degree,Male,Cable Modem,Married,Me,1.5,4,2,0,1,Never,Never,Video CD,Monthly,Monthly,912766,Monthly,Weekly,Cable,Own
34,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,3,2,1,2,Monthly,Monthly,DVD,Weekly,Weekly,912767,Monthly,Daily,Digital Satellite,Own
43,Bachelor's Degree,Male,Cable Modem,Never Married,Spouse/Partner,2,2,1,0,2,Never,Rarely,Video CD,Weekly,Weekly,912771,Monthly,Weekly,Cable,Own
37,Bachelor's Degree,Female,Cable Modem,Separated,Me,3,4,1,0,3,Never,Monthly,DVD,Weekly,Daily,912773,Monthly,Weekly,Digital Satellite,Own
24,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Rarely,Rarely,DVD,Monthly,Monthly,912779,Monthly,Monthly,Cable,Rent
30,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,3,2,0,1,Never,Rarely,DVD,Weekly,Weekly,912781,Monthly,Weekly,Cable,Own
23,Some College,Male,Cable Modem,Never Married,Me,2.5,3,1,0,2,Never,Monthly,DVD,Monthly,Weekly,912791,Weekly,Weekly,Cable,Own
45,Master's Degree,Male,DSL,Married,Me,2.5,5,3,2,2,Never,Never,DVD,Monthly,Monthly,912812,Rarely,Weekly,Cable,Own
28,Master's Degree,Male,Cable Modem,Never Married,Me,1,1,1,0,1,Never,Never,DVD,Weekly,Weekly,912819,Rarely,Rarely,Analog antennae,Rent
24,Bachelor's Degree,Male,DSL,Never Married,Me,1,2,1,0,1,Never,Monthly,DVD,Weekly,Weekly,912836,Monthly,Rarely,Cable,Rent
46,Master's Degree,Male,Cable Modem,Married,Me,3,5,3,2,4,Daily,Rarely,DVD,Monthly,Monthly,912855,Rarely,Weekly,Cable,Own
35,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2.5,4,2,3,3,Never,Rarely,DVD,Monthly,Weekly,912856,Rarely,Rarely,Cable,Own
35,Master's Degree,Female,DSL,Never Married,Me,1,3,1,0,1,Never,Never,VHS,Rarely,Rarely,912888,Rarely,Never,Don't watch TV,Own
45,Bachelor's Degree,Female,No Internet Connection,Married,Spouse/Partner,3,4,5,2,4,Rarely,Monthly,DVD,Monthly,Weekly,912895,Monthly,Weekly,Cable,Own
33,Bachelor's Degree,Male,Dial-Up,Married,Me,3,4,2,2,3,Rarely,Rarely,DVD,Monthly,Monthly,912908,Rarely,Rarely,Cable,Own
32,Master's Degree,Female,Cable Modem,Married,Me,2.5,3,2,2,2,Never,Monthly,DVD,Monthly,Daily,912911,Monthly,Monthly,Analog Satellite,Own
42,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,2,2,2,0,4,Never,Rarely,DVD,Monthly,Monthly,912914,Monthly,Weekly,Cable,Own
38,Bachelor's Degree,Male,DSL,Married,Me,3,4,2,0,2,Never,Never,VHS,Monthly,Never,912921,Monthly,Weekly,Cable,Own
31,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,4,2,2,3,Never,Rarely,DVD,Monthly,Monthly,912934,Rarely,Never,Cable,Own
28,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,2,1,2,Monthly,Monthly,VHS,Monthly,Rarely,912938,Monthly,Weekly,Cable,Own
41,Doctorate,Male,Dial-Up,Married,Spouse/Partner,3.5,5,2,3,3,Never,Rarely,DVD,Monthly,Monthly,912944,Monthly,Weekly,Cable,Own
37,Bachelor's Degree,Male,DSL,Married,Me,2.5,3,2,4,2,Monthly,Monthly,DVD,Rarely,Weekly,912953,Weekly,Daily,Digital Satellite,Own
25,High School,Male,Cable Modem,Married,Me,1.5,3,2,0,3,Rarely,Monthly,VHS,Monthly,Weekly,912966,Monthly,Daily,Cable,Own
21,High School,Male,DSL,Married,Me,2,2,1,0,2,Rarely,Monthly,DVD,Weekly,Weekly,912969,Monthly,Daily,Cable,Rent
52,Bachelor's Degree,Male,Dial-Up,Married,Me,3,3,1,2,2,Never,Rarely,Video CD,Monthly,Weekly,912970,Rarely,Weekly,Digital Satellite,Rent
29,Master's Degree,Female,DSL,Married,Me,2.5,4,1,0,2,Never,Rarely,DVD,Rarely,Weekly,912978,Monthly,Never,Cable,Own
28,Bachelor's Degree,Male,DSL,Married,Me,3,4,3,1,4,Rarely,Weekly,DVD,Rarely,Weekly,912983,Monthly,Rarely,Cable,Own
28,Master's Degree,Male,DSL,Married,Me,2,2,1,0,2,Never,Monthly,DVD,Rarely,Weekly,912984,Monthly,Weekly,Cable,Rent
34,Master's Degree,Male,DSL,Never Married,Me,1,2,0,0,2,Never,Never,VHS,Weekly,Weekly,912985,Monthly,Never,Analog antennae,Rent
30,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,3,3,1,0,2,Rarely,Rarely,DVD,Monthly,Monthly,912990,Monthly,Weekly,Cable,Own
38,Bachelor's Degree,Female,Dial-Up,Never Married,Me,1,2,1,0,2,Never,Never,VHS,Monthly,Monthly,912998,Monthly,Weekly,Analog antennae,Rent
43,Doctorate,Male,DSL,Divorced,Me,1,1,2,0,2,Monthly,Weekly,DVD,Monthly,Weekly,912999,Monthly,Daily,Digital Satellite,Rent
40,Associate's Degree,Male,DSL,Married,Me,2,3,1,2,2,Never,Weekly,DVD,Monthly,Weekly,913008,Monthly,Never,Don't watch TV,Own
22,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,2,0,0,2,Never,Monthly,DVD,Never,Weekly,913012,Weekly,Monthly,Cable,Rent
48,Some College,Female,Dial-Up,Divorced,Me,3,5,2,1,5,Monthly,Monthly,DVD,Never,Monthly,913014,Rarely,Weekly,Digital Satellite,Own
30,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,2,1,2,Monthly,Rarely,DVD,Weekly,Weekly,913020,Monthly,Monthly,Cable,Own
35,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,2,4,2,2,1,Never,Rarely,DVD,Weekly,Weekly,913021,Monthly,Weekly,Analog antennae,Own
35,Master's Degree,Male,DSL,Never Married,Me,2.5,4,1,0,3,Never,Weekly,DVD,Rarely,Weekly,913028,Rarely,Never,Digital Satellite,Own
40,Some College,Female,Dial-Up,Never Married,Me,2,2,1,0,1,Weekly,Monthly,DVD,Monthly,Weekly,913030,Monthly,Daily,Cable,Own
27,Bachelor's Degree,Female,Cable Modem,Married,Me,2.5,4,2,0,2,Never,Rarely,DVD,Weekly,Weekly,913031,Monthly,Rarely,Cable,Own
28,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2,2,1,0,2,Never,Never,VHS,Weekly,Weekly,913034,Monthly,Daily,Cable,Rent
27,Master's Degree,Male,Dial-Up,Never Married,Me,1,1,1,0,1,Never,Monthly,DVD,Weekly,Weekly,913036,Monthly,Rarely,Cable,Rent
32,Master's Degree,Male,Cable Modem,Married,Me,2.5,4,2,1,1,Weekly,Monthly,DVD,Never,Monthly,913037,Rarely,Rarely,Digital Satellite,Own
44,Master's Degree,Male,DSL,Married,Me,4,4,2,3,3,Never,Monthly,DVD,Monthly,Weekly,913040,Weekly,Monthly,Cable,Own
25,Some College,Male,DSL,Never Married,Me,2,2,1,0,1,Rarely,Monthly,DVD,Monthly,Weekly,913043,Monthly,Weekly,Cable,Rent
38,Master's Degree,Male,IDSN,Married,Spouse/Partner,3,4,2,2,2,Never,Rarely,DVD,Monthly,Monthly,913047,Rarely,Rarely,Cable,Own
26,High School,Male,DSL,Never Married,Me,2,4,1,0,4,Never,Never,DVD,Weekly,Weekly,913053,Monthly,Weekly,Digital Satellite,Rent
32,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,3,1,1,3,Never,Rarely,DVD,Weekly,Weekly,913058,Monthly,Never,Cable,Own
30,Doctorate,Male,Dial-Up,Never Married,Me,0.5,2,1,0,1,Rarely,Never,DVD,Monthly,Monthly,913060,Monthly,Daily,Cable,Rent
31,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1.5,1,1,0,1,Never,Monthly,DVD,Rarely,Weekly,913068,Monthly,Weekly,Cable,Own
42,Master's Degree,Female,DSL,Married,Spouse/Partner,2.5,4,2,0,3,Never,Rarely,DVD,Weekly,Weekly,913069,Never,Weekly,Cable,Own
28,Master's Degree,Male,Dial-Up,Married,Me,2.5,3,1,0,1,Never,Rarely,DVD,Monthly,Monthly,913078,Monthly,Rarely,Cable,Own
41,Master's Degree,Female,Cable Modem,Married,Spouse/Partner,2.5,4,2,1,4,Never,Monthly,DVD,Weekly,Weekly,913079,Weekly,Weekly,Cable,Own
29,High School,Male,DSL,Married,Me,2,3,2,3,2,Rarely,Monthly,DVD,Rarely,Daily,913081,Rarely,Monthly,Cable,Rent
29,Master's Degree,Female,Dial-Up,Married,Me,2.5,3,1,0,1,Never,Rarely,DVD,Monthly,Monthly,913082,Monthly,Rarely,Cable,Own
24,Master's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Rarely,Monthly,DVD,Rarely,Monthly,913095,Monthly,Weekly,Cable,Rent
23,Master's Degree,Male,DSL,Never Married,Me,1,2,1,0,2,Never,Rarely,DVD,Monthly,Monthly,913101,Monthly,Rarely,Digital Satellite,Rent
30,Bachelor's Degree,Male,Cable Modem,Married,Me,1,2,2,2,1,Rarely,Rarely,DVD,Monthly,Monthly,913108,Rarely,Monthly,Don't watch TV,Rent
33,Master's Degree,Male,Cable Modem,Never Married,Spouse/Partner,2,3,1,0,2,Monthly,Rarely,DVD,Weekly,Weekly,913110,Monthly,Monthly,Cable,Own
27,Grade School,Male,Cable Modem,Married,Me,2.5,4,2,1,4,Rarely,Rarely,DVD,Weekly,Weekly,913118,Monthly,Daily,Cable,Own
52,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,2,4,3,2,3,Never,Never,VHS,Monthly,Weekly,913119,Monthly,Rarely,Cable,Own
34,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,2,1,0,1,Never,Never,DVD,Monthly,Monthly,913122,Rarely,Never,Cable,Rent
30,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,1,2,1,0,1,Never,Never,DVD,Rarely,Rarely,913126,Monthly,Rarely,Cable,Rent
31,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,1,1,1,Rarely,Rarely,DVD,Monthly,Monthly,913128,Rarely,Weekly,Cable,Own
22,Bachelor's Degree,Male,DSL,Never Married,Me,1.5,2,1,0,1,Never,Rarely,DVD,Monthly,Monthly,913133,Rarely,Monthly,Cable,Rent
28,Bachelor's Degree,Male,DSL,Never Married,Me,3,4,1,0,1,Never,Rarely,DVD,Rarely,Weekly,913134,Rarely,Monthly,Cable,Rent
30,Some College,Male,Cable Modem,Married,Spouse/Partner,3,4,2,0,3,Never,Never,DVD,Weekly,Never,913137,Monthly,Monthly,Cable,Own
24,Master's Degree,Male,DSL,Never Married,Me,3.5,3,1,0,2,Never,Weekly,DVD,Rarely,Weekly,913139,Rarely,Weekly,Cable,Rent
42,Master's Degree,Male,DSL,Married,Spouse/Partner,2.5,3,2,2,3,Weekly,Monthly,DVD,Never,Monthly,913147,Rarely,Weekly,Digital Satellite,Own
23,Bachelor's Degree,Female,DSL,Never Married,Me,1,1,0,0,2,Never,Rarely,DVD,Monthly,Weekly,913149,Monthly,Weekly,Cable,Rent
